,CP,LS,IS,RS,N,CJ0,M,VJ,EG,IBV,BV,XTI,RL,CL
0,2.2464087242568538e-13,5.735993675932004e-09,4.601434331888217e-05,20.868455850614943,1.05,1.9914323948464393e-13,0.3503488722073824,0.44153929141576476,0.69,0.0001,2.0,2.0,12940.222783825942,5.900365190237226e-11
1,1.7200609703041212e-13,1.4550285127770155e-08,8.98080660518136e-05,11.5381237882175,1.05,1.6224130064571844e-13,0.37583979053612604,0.4685720588777648,0.69,0.0001,2.0,2.0,29504.802981882873,7.807477551409628e-12
2,2.103408653524987e-13,1.930523120683796e-08,5.73930262166404e-05,7.878536640052873,1.05,1.71166931940678e-13,0.3577621066544008,0.3045678822739485,0.69,0.0001,2.0,2.0,30471.466107062133,9.180557032697456e-11
3,8.115959826869694e-14,7.348258033559279e-09,8.331706363199858e-05,21.974420724248212,1.05,1.4763444692631934e-13,0.4390100545802609,0.36027320620594394,0.69,0.0001,2.0,2.0,30196.578865490483,7.522804777194521e-11
4,1.8383699864354985e-13,1.645099229182971e-08,4.828384913765665e-06,26.349793360306236,1.05,1.574344807869576e-13,0.4830274111490307,0.5490871471554085,0.69,0.0001,2.0,2.0,15293.299129600453,6.100794181225423e-11
5,5.3121777195595544e-14,1.4447968440064335e-08,6.380114304348203e-05,16.909640671608358,1.05,1.2549382219264517e-13,0.3925559216409881,0.5874732682680914,0.69,0.0001,2.0,2.0,31717.45689462094,5.5311714899299907e-11
6,2.0022795162171973e-13,1.1341113032387648e-08,1.4225778471099729e-05,20.904743288811247,1.05,1.9275338495259936e-13,0.33010591624643354,0.49338153334368107,0.69,0.0001,2.0,2.0,15886.076392017352,3.077159712275815e-11
7,1.1229047946839285e-13,2.3468265936101956e-09,6.454097373064523e-05,22.928652455876424,1.05,1.3680895831994757e-13,0.4374105354424006,0.3298263918899977,0.69,0.0001,2.0,2.0,48655.259146250195,9.641557773956117e-11
8,1.4707914963789823e-13,6.123758282148399e-09,6.446294813229884e-05,15.891656832484259,1.05,1.8568044687762112e-13,0.42218189893392977,0.6096875567862408,0.69,0.0001,2.0,2.0,17459.344168608262,8.054109881094745e-11
9,7.265126267811532e-14,6.224078965795851e-09,3.534609705745079e-05,9.67221690350946,1.05,1.3083924913339242e-13,0.4241930179711929,0.4022706231378623,0.69,0.0001,2.0,2.0,23500.187290891627,4.1625088625375495e-11
10,2.0280839012817232e-13,9.189141887879934e-10,7.318931589683237e-05,12.13902973100527,1.05,1.99755823982174e-13,0.4732988948602198,0.6199520841949837,0.69,0.0001,2.0,2.0,33191.528619253135,7.965855641893338e-11
11,5.6592204734034305e-14,1.6089196233533296e-08,4.965034474727693e-05,10.342052748067982,1.05,1.3318033729325204e-13,0.4665439739317717,0.5975946614420072,0.69,0.0001,2.0,2.0,47991.69652234261,7.17141540879956e-11
12,1.3503541037747972e-13,1.5183218793002262e-08,8.74442052774098e-05,26.23840774313387,1.05,1.4994708752142417e-13,0.43105307949151517,0.3683744778724738,0.69,0.0001,2.0,2.0,40942.657710236155,4.8936074973101673e-11
