,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.16401960435344812+0j),(-0.0003028686742235571+0j),(22.22828973526351-44.02219193696805j),(0.2587389647960663+0j),(4.5698590838583186e-05+0j),(2.2028475360119252e-05+0j),(0.4820383945301148+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.16400008759143822+0j),(-0.00025025187200554373+0j),(22.86286149216021-43.08519140299081j),(0.2709534168243408+0j),(4.805044227396138e-05+0j),(2.4157391145231282e-05+0j),(0.5027506512322409+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.1639836924717129+0j),(-0.00019714688140953212+0j),(23.51205827866657-42.16456068268034j),(0.28287646174430847+0j),(5.044053614255972e-05+0j),(2.633021404239571e-05+0j),(0.5220050391212896+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.16397044576799935+0j),(-0.00014362115914159728+0j),(24.19943310779812-41.243674979261336j),(0.2944221794605255+0j),(5.291443449095823e-05+0j),(2.8523434244996987e-05+0j),(0.5390482676304693+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.16396037024108878+0j),(-8.974315494706817e-05+0j),(24.960558586555074-40.29536597213735j),(0.30545860528945923+0j),(5.554815288633108e-05+0j),(3.070191720433596e-05+0j),(0.5527081569599929+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.16395348458331999+0j),(-3.558220859841487e-05+0j),(25.848744766571624-39.27572282636862j),(0.3157799541950226+0j),(5.846165367984213e-05+0j),(3.281178688158225e-05+0j),(0.5612531431504121+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.16394980336920492+0j),(1.8791555099044892e-05+0j),(26.942741728449363-38.11420341924795j),(0.3250620663166046+0j),(6.183479126775637e-05+0j),(3.4769092119853546e-05+0j),(0.5622901186695494+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.16394933701230754+0j),(7.330733308487839e-05+0j),(28.356634286450248-36.69748464114452j),(0.332787424325943+0j),(6.592090358026326e-05+0j),(3.644136029460483e-05+0j),(0.5528043202598848+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.16395209172847502+0j),(0.00012789375240118123+0j),(30.252048906522607-34.84206458016332j),(0.3381081819534302+0j),(7.104225369403139e-05+0j),(3.7615958116598346e-05+0j),(0.5294871173232311+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.16395806950550826+0j),(0.0001824789799226761+0j),(32.85402044972443-32.24460212974141j),(0.33956751227378845+0j),(7.751867087790743e-05+0j),(3.794137215345725e-05+0j),(0.48944817711355293+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.16396726807934647+0j),(0.00023699083324831458+0j),(36.48069926656175-28.37978754088203j),(0.3344610333442688+0j),(8.538465044694021e-05+0j),(3.680881376488236e-05+0j),(0.431094038240001+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.16397968091682827+0j),(0.0002913568925399628+0j),(41.64347793607959-22.2328999794525j),(0.31717178225517273+0j),(9.34345880523324e-05+0j),(3.310166601264575e-05+0j),(0.35427636277590924+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.16399529720507802+0j),(0.00034550461309111033+0j),(49.54619857047618-11.26236672078723j),(0.27404674887657166+0j),(9.595772280590609e-05+0j),(2.4712124070152477e-05+0j),(0.2575313726456155+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.16401410184755438+0j),(0.0003993614384063425+0j),(65.73530998889534+15.807312174465089j),(0.1668609082698822+0j),(7.190470932982862e-05+0j),(9.161571466324234e-06+0j),(0.12741267646740476+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.16403607546678448+0j),(0.00045285491357021897+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.16406119441379408+0j),(0.0005059127986829547+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.164089430784231+0j),(0.0005584631821395194+0j),,,,,,,(2.036769959165173e-06+0j)
