,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.05307850929562791+0j),(-0.0005435966798947888+0j),(6.071466177051803-30.891753906960155j),(0.7063408493995667+0j),(3.0627950764028355e-05+0j),(2.1585842067150194e-05+0j),(0.7047759163992827+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.05305757340527248+0j),(-0.000529740068563083+0j),(6.19170973926125-30.44782676941948j),(0.7264649868011475+0j),(3.206781912012957e-05+0j),(2.2833354735137772e-05+0j),(0.7120332894981576+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.053037188412201945+0j),(-0.0005152343513180972+0j),(6.344265753252812-30.02503097797568j),(0.7459371089935303+0j),(3.368326724739745e-05+0j),(2.4073807015471987e-05+0j),(0.714711160252189+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.0530173792396398+0j),(-0.0005000944661622818+0j),(6.5520035250961595-29.61474792364669j),(0.7646383047103882+0j),(3.561014455044642e-05+0j),(2.5296034753898482e-05+0j),(0.7103603502104111+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.05299817021097794+0j),(-0.000484336356565314+0j),(6.850803885536062-29.202983484138763j),(0.7824048399925232+0j),(3.8070647860877216e-05+0j),(2.6485209059970332e-05+0j),(0.6956857985909796+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.05297958501103988+0j),(-0.00046797695502851855+0j),(7.295887718526215-28.766771502154498j),(0.7990055084228516+0j),(4.141822500969283e-05+0j),(2.7621031645966126e-05+0j),(0.6668811046224737+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.0529616466480152+0j),(-0.0004510341649661739+0j),(7.970403619954566-28.267664997421566j),(0.8141014575958252+0j),(4.620046092895791e-05+0j),(2.867460296682664e-05+0j),(0.6206562097057723+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.05294437741612995+0j),(-0.0004335268409310212+0j),(8.996360746723258-27.639180545279057j),(0.827163815498352+0j),(5.324174344423227e-05+0j),(2.9602160182496406e-05+0j),(0.5559953199786367+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.052927798859116935+0j),(-0.00041547476721351346+0j),(10.54728818381047-26.761459036683384j),(0.8372654914855957+0j),(6.373586802510545e-05+0j),(3.0329603463974315e-05+0j),(0.4758639743013704+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.05291193173454822+0j),(-0.00039689863484636934+0j),(12.86178833480154-25.408722737065073j),(0.8425065875053406+0j),(7.929297862574458e-05+0j),(3.071050508694524e-05+0j),(0.38730421809345744+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.0528967959790914+0j),(-0.0003778200170481268+0j),(16.264990671706503-23.132277190300886j),(0.8382985591888428+0j),(0.00010170033056056127+0j),(3.0404494556648732e-05+0j),(0.2989616099481922+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.05288241067474925+0j),(-0.00035826134314188526+0j),(21.267964820457998-18.914807232543364j),(0.8113676905632019+0j),(0.00013126805424690247+0j),(2.8482346666180282e-05+0j),(0.21697850881988204+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.052868794016141585+0j),(-0.00033824587098767314+0j),(29.515672028677567-8.957355131504897j),(0.7040577530860901+0j),(0.00015511551464442164+0j),(2.1446524317634615e-05+0j),(0.13826163273736647+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.05285596327888608+0j),(-0.0003177976579691405+0j),(93.80271165125019+121.8053022733885j),(0.05360077694058418+0j),(1.9843640984618105e-05+0j),(1.243032598905515e-07+0j),(0.006264135699033549+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.05284393478913327+0j),(-0.0002969415305777864+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.052832723894309645+0j),(-0.00027570305264011614+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.052822344935120245+0j),(-0.0002541084922352458+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.05281281121886092+0j),(-0.0002321847873527938+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.05280413499408817+0j),(-0.00020995951034285+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.05279632742669226+0j),(-0.0001874608312116418+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.052789398577417504+0j),(-0.0001647174798184264+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.052783357380871365+0j),(-0.00014175870703060365+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.052778211626061486+0j),(-0.0001186142448952931+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.05277396793849789+0j),(-9.531426588689531e-05+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.052770631763894994+0j),(-7.188934129067937e-05+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.05276820735350582+0j),(-4.83703987831432e-05+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.0527666977511184+0j),(-2.478867926977658e-05+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.052766104781742144+0j),(-1.1756930400039569e-06+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.05276642904200948+0j),(2.2436824701752317e-05+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.05276766989231582+0j),(4.601695887201833e-05+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.05276982545071897+0j),(6.953266005760144e-05+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.05277289258861697+0j),(9.295179052866117e-05+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.05277686692822138+0j),(0.00011624217067195017+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.052781742841841735+0j),(0.00013937162580876836+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.05278751345299566+0j),(0.00016230803337283995+0j),,,,,,,(2.03680669385905e-06+0j)
