,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.036684651681335625+0j),(-0.0005502051054925354+0j),(5.162803058081036-112.27627066310355j),(0.13734212517738342+0j),(2.0434354155440815e-06+0j),(7.4102880252981e-07+0j),(0.36263871952738225+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.036668070296068306+0j),(-0.0005249712315750593+0j),(5.680086165930757-110.74699206565833j),(0.1481744945049286+0j),(2.3095044525689445e-06+0j),(8.625305192458315e-07+0j),(0.3734699529530709+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.0366522756428082+0j),(-0.0004990560830195744+0j),(6.395368595534665-109.23593698675651j),(0.1581578403711319+0j),(2.6706509288487723e-06+0j),(9.826729793385547e-07+0j),(0.3679526098763315+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.03663728802534136+0j),(-0.0004725020722815008+0j),(7.44593793191727-107.6986428187373j),(0.16698254644870758+0j),(3.1944546208251268e-06+0j),(1.0953923952304272e-06+0j),(0.34290435309032113+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.03662312641858931+0j),(-0.0004453531830284478+0j),(9.046388300052865-106.06351295138609j),(0.1743883639574051+0j),(3.991756784671452e-06+0j),(1.1947101924381253e-06+0j),(0.29929433502208175+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.036609808421523234+0j),(-0.00041765488916647433+0j),(11.5169873318294-104.19901512221557j),(0.18023523688316345+0j),(5.2397072067833506e-06+0j),(1.2761653996097073e-06+0j),(0.24355662430098715+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.03659735021263122+0j),(-0.00038945406981893873+0j),(15.29968934906144-101.83587153998252j),(0.18452081084251404+0j),(7.213669050543103e-06+0j),(1.3375753940316917e-06+0j),(0.18542233981901182+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.036585766508060905+0j),(-0.0003607989204094805+0j),(20.91489446833541-98.42335060205848j),(0.1873200386762619+0j),(1.0328739335818682e-05+0j),(1.37846593993686e-06+0j),(0.13345926304447678+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.03657507052255504+0j),(-0.00033173885999957144+0j),(28.76712593153285-92.96989674152498j),(0.18867743015289307+0j),(1.5186999007710256e-05+0j),(1.3985160887962473e-06+0j),(0.09208640153898986+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.03656527393329284+0j),(-0.0003023244350265323+0j),(38.78356677416633-84.10183820875706j),(0.18844015896320343+0j),(2.2608253857470118e-05+0j),(1.3950008943065317e-06+0j),(0.061703168369440516+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.03655638684674586+0j),(-0.00027260721957956364+0j),(50.29690044464864-70.49348697513044j),(0.18570421636104584+0j),(3.353517968207598e-05+0j),(1.3547872192014058e-06+0j),(0.04039898494790288+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.03654841776865281+0j),(-0.00024263971233847359+0j),(62.74769134715214-50.669015054932835j),(0.1767585128545761+0j),(4.8233076086035e-05+0j),(1.2274059950085022e-06+0j),(0.02544739200997954+0j),(35+0j),(2.0367597550835403e-06+0j)
