,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.05482308137585654+0j),(0.0011241585837314103+0j),(6.740105087370572-129.81235744130132j),(0.016290565952658653+0j),(1.9945741769333836e-06+0j),(1.3156358669805807e-07+0j),(0.06596073899860389+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.054883193396848926+0j),(0.0011045138880057923+0j),(7.536694761498962-128.84838959983145j),(0.02070711739361286+0j),(2.2621322841587244e-06+0j),(2.125703321258218e-07+0j),(0.09396901039537378+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.054942144470642044+0j),(0.001082225498165101+0j),(8.547518815640423-127.8629371988719j),(0.02580372989177704+0j),(2.602483164082514e-06+0j),(3.3008693426742197e-07+0j),(0.12683537738995965+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.054999794746547946+0j),(0.0010575211042252084+0j),(9.796150527267002-126.84501840999768j),(0.03133484721183777+0j),(3.026193553523626e-06+0j),(4.867640800542709e-07+0j),(0.160850279879651+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.05505601771401088+0j),(0.0010306554041841704+0j),(11.340540869160472-125.76971049267632j),(0.037009529769420624+0j),(3.5557693536247825e-06+0j),(6.790323952934015e-07+0j),(0.1909663782329385+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.055110701660963754+0j),(0.0010019088515762506+0j),(13.295967447410499-124.59023949578831j),(0.04252344369888306+0j),(4.234491825627629e-06+0j),(8.964379129107267e-07+0j),(0.21169905382397528+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.05516375101939635+0j),(0.0009715848296976388+0j),(15.85902216274953-123.22321248331731j),(0.04758300632238388+0j),(5.1371634981478564e-06+0j),(1.1224502860144785e-06+0j),(0.2184961188054779+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.05521508750740927+0j),(0.0009400051173883273+0j),(19.33383333800618-121.51796084498946j),(0.051933176815509796+0j),(6.384794232872082e-06+0j),(1.3370669049785122e-06+0j),(0.20941425145615966+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.05526465097636006+0j),(0.0009075037572518557+0j),(24.15010764298262-119.18949027853688j),(0.05538414046168327+0j),(8.164625796780456e-06+0j),(1.5206672748412701e-06+0j),(0.18625070060662333+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.05531239988531962+0j),(0.0008744197076986478+0j),(30.834055926454514-115.68502818700634j),(0.05781952664256096+0j),(1.0755663424788509e-05+0j),(1.6573430962969075e-06+0j),(0.15409027140782777+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.05535831135226398+0j),(0.000841088881442286+0j),(39.83705127558145-109.98329992388497j),(0.059174422174692154+0j),(1.4556698261003476e-05+0j),(1.7359268138637768e-06+0j),(0.11925278540080898+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.05540238076770269+0j),(0.0008078362799226865+0j),(51.08255634720936-100.46407659505932j),(0.059387076646089554+0j),(2.0107225282117724e-05+0j),(1.748425994936179e-06+0j),(0.08695511043441356+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.055444620994686375+0j),(0.0007749688974012569+0j),(63.239607974358286-85.21975321209234j),(0.05832495167851448+0j),(2.807724376907572e-05+0j),(1.6864448176547775e-06+0j),(0.06006447183794543+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.05548506121199889+0j),(0.0007427699096772822+0j),(73.23917797931037-63.15890582901612j),(0.0556538850069046+0j),(3.915246270480566e-05+0j),(1.535515951878348e-06+0j),(0.03921888550039729+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.055523745479534724+0j),(0.000711494435375076+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.05556073111439434+0j),(0.0006813669267038418+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.055596086964239656+0j),(0.0006525800608733853+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.055629891654087764+0j),(0.0006252948862018208+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.05566223186775388+0j),(0.0005996419275699725+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.05569320070890505+0j),(0.000575722958868377+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.05572289617149959+0j),(0.00055361318552187+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.05575141973656884+0j),(0.0005333636303787874+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.05577887510231537+0j),(0.0005150035686374502+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.055805367047275026+0j),(0.0004985429047123343+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.05583100042144082+0j),(0.000483974422756219+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.05585587925729415+0j),(0.00047127587231974113+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.05588010599115521+0j),(0.00046041187215935123+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.05590378078473059+0j),(0.0004513356299109432+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.055927000936871654+0j),(0.0004439904847499193+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.05594986037610188+0j),(0.0004383112856525223+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.055972449225245365+0j),(0.00043422562060490573+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.05599485343036094+0j),(0.00043165491296651284+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.05601715444707357+0j),(0.00043051540085605817+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.056039428978242746+0j),(0.000430719014367817+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.05606174875768634+0j),(0.00043217416397560654+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.05608418037537302+0j),(0.00043478645186946285+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.05610678514010014+0j),(0.0004384593163366445+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.0561296189761903+0j),(0.00044309461773987336+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.056152732351173545+0j),(0.0004485931732101678+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.056176170231779295+0j),(0.00045485524588605126+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.05619997206585457+0j),(0.000461780993408495+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.05622417178805867+0j),(0.00046927087942098974+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.05624879784736896+0j),(0.0004772260510190461+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.056273873254578416+0j),(0.0004855486844363939+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.05629941564807616+0j),(0.0004941423007343716+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.056325437376290366+0j),(0.0005029120528621098+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.05635194559523948+0j),(0.000511764985168427+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.056378942379693035+0j),(0.0005206102662573797+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.05640642484648941+0j),(0.0005293593959756487+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.05643438528860098+0j),(0.0005379263872889018+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.05646281131857957+0j),(0.0005462279238328898+0j),,,,,,,(2.036839346920274e-06+0j)
