,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.07935952685604267+0j),(-0.0007851062133038356+0j),(8.246023705236903+69.75037677659111j),(0.088973268866539+0j),(8.35781520436285e-06+0j),(2.683898718386972e-06+0j),(0.3211244389545672+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.07933092551520327+0j),(-0.0007735020943871887+0j),(8.864358271968662+70.31471257741535j),(0.09563075006008148+0j),(8.824215910863131e-06+0j),(3.1005743757753214e-06+0j),(0.3513710914482873+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.07930275108773212+0j),(-0.0007610580772955153+0j),(9.51741975410216+70.8795600967896j),(0.10231181979179382+0j),(9.30434362089727e-06+0j),(3.5489399277921318e-06+0j),(0.38142829547065754+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.07927503319508887+0j),(-0.0007477837390815302+0j),(10.21965586153002+71.45176441899119j),(0.10894281417131424+0j),(9.808095455809962e-06+0j),(4.023872475508288e-06+0j),(0.41026032970801596+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.07924780110119858+0j),(-0.0007336896388599803+0j),(10.994917427409888+72.04310831371765j),(0.11541061848402023+0j),(1.0350868251407519e-05+0j),(4.515840208884061e-06+0j),(0.4362764648530807+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.07922108367774743+0j),(-0.0007187873104065725+0j),(11.881675607384526+72.67366430039203j),(0.12154191732406616+0j),(1.0955606740026269e-05+0j),(5.008402175249722e-06+0j),(0.4571542493353237+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.07919490936976337+0j),(-0.0007030892535113283+0j),(12.940948974282701+73.3775063772586j),(0.12707318365573883+0j),(1.1654865375021473e-05+0j),(5.474630982428466e-06+0j),(0.46972923378090753+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.07916930616152605+0j),(-0.0006866089240988372+0j),(14.268429974123883+74.21280806646976j),(0.13160757720470428+0j),(1.2491753295762464e-05+0j),(5.872307887050072e-06+0j),(0.47009476956626384+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.07914430154284899+0j),(-0.0006693607231285507+0j),(16.01344323314577+75.28058060509436j),(0.13455240428447723+0j),(1.351663377135992e-05+0j),(6.138043392436068e-06+0j),(0.45411035737624444+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.07911992247577755+0j),(-0.0006513599842888149+0j),(18.40991164006843+76.76149818014645j),(0.13502883911132812+0j),(1.4772216673009098e-05+0j),(6.181588583642307e-06+0j),(0.41846045996176945+0j),(25+0j),(2.0367556734508872e-06+0j)
