,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.07741824501137287+0j),(0.0011173007781387781+0j),(2.369357038199319-127.80394567883535j),(0.08001270890235901+0j),(7.25036272797297e-07+0j),(1.3657613086142307e-07+0j),(0.1883714456581492+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.07744750504060018+0j),(0.0011436280111553154+0j),(2.688093053488871-127.41186489426876j),(0.08773830533027649+0j),(8.275575282823411e-07+0j),(1.642235138847588e-07+0j),(0.19844362267553442+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.07747740851042965+0j),(0.0011669481831090758+0j),(3.193879280927542-126.97761883096952j),(0.09392834454774857+0j),(9.89820136965136e-07+0j),(1.8821324967828415e-07+0j),(0.19014893984210132+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.0775078768094211+0j),(0.0011872099950303882+0j),(4.020753213682692-126.47760742111292j),(0.09842953085899353+0j),(1.2554747854665038e-06+0j),(2.066843947011314e-07+0j),(0.16462648003267744+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.07753883011884259+0j),(0.0012043715911351177+0j),(5.371658396573516-125.86698302131636j),(0.10138092190027237+0j),(1.692235741757031e-06+0j),(2.192650080670571e-07+0j),(0.12957119546440762+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.07757018767301355+0j),(0.0012184017597730635+0j),(7.545002034253007-125.03029002953188j),(0.10303379595279694+0j),(2.40445410781831e-06+0j),(2.264729085322832e-07+0j),(0.09418890874060981+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.07760186805845687+0j),(0.0012292817268989818+0j),(10.94641548220645-123.68020929711048j),(0.10356089472770691+0j),(3.5501689126249403e-06+0j),(2.2879600914920095e-07+0j),(0.06444651361110385+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.07763378956478106+0j),(0.0012370073539634157+0j),(16.00561521827163-121.20395953089741j),(0.10297456383705139+0j),(5.35422668690444e-06+0j),(2.2621259368026383e-07+0j),(0.04224934932873551+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.07766587059477932+0j),(0.0012415915090624144+0j),(22.905327068384505-116.61130089215402j),(0.10115684568881989+0j),(8.1092457548948e-06+0j),(2.182968224450333e-07+0j),(0.02691949769968036+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.0776980301429079+0j),(0.0012430669717577592+0j),(31.3207480379078-109.01542343711246j),(0.09817323088645935+0j),(1.217242515849648e-05+0j),(2.0560942795195837e-07+0j),(0.016891410320846446+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.07773018836146321+0j),(0.0012414902948792229+0j),(40.89313746664239-98.31193841681798j),(0.09458847343921661+0j),(1.8034361346508376e-05+0j),(1.90868073453473e-07+0j),(0.01058357819199552+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.07776226723750079+0j),(0.001236946487299289+0j),(51.67036166509541-84.25796269795586j),(0.09080718457698822+0j),(2.6445306502864696e-05+0j),(1.7591273413095305e-07+0j),(0.006651945369281208+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.07779419139587826+0j),(0.001229554062575349+0j),(62.90280270835808-65.3426041303456j),(0.08611081540584564+0j),(3.8232003134908155e-05+0j),(1.5818753566312142e-07+0j),(0.004137568599399034+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.0778258890285213+0j),(0.0012194697293647953+0j),(72.16184083449362-39.5894003253192j),(0.07823266834020615+0j),(5.3258485422702506e-05+0j),(1.3056691523658527e-07+0j),(0.0024515701901828488+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.07785729292600323+0j),(0.0012068915953062712+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.07788834155506025+0j),(0.0011920595074449837+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.07791898009212854+0j),(0.0011752513186218045+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.0779491613011082+0j),(0.0011567746020869432+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.07797884614610179+0j),(0.0011369544882709219+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.0780080040616561+0j),(0.0011161194019083385+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.07803661285605852+0j),(0.0010945870123974656+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.07806465827988766+0j),(0.0010726524553500533+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.07809213333455577+0j),(0.001050580049477701+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.07811903741475339+0j),(0.0010285987640403736+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.07814537537581955+0j),(0.0010069009587850165+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.07817115660000644+0j),(0.0009856435586850915+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.07819639411332627+0j),(0.0009649507819520764+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.0782211037836023+0j),(0.0009449176774749566+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.07824530361365771+0j),(0.0009256139279221289+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.07826901313195239+0j),(0.0009070875654439707+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.07829225287578702+0j),(0.000889368398184874+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.07831504395834869+0j),(0.0008724710527325203+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.07833740770930701+0j),(0.0008563976066057326+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.07835936537852413+0j),(0.0008411398254731654+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.07838093789309794+0j),(0.0008266810409418096+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.07840214565899879+0j),(0.0008129977134889499+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.07842300839973355+0j),(0.0008000607264522511+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.07844354502562592+0j),(0.0007878364542985121+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.07846377352836251+0j),(0.0007762876437816085+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.0784837108963866+0j),(0.000765374141344617+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.07850337304751946+0j),(0.000755053494934149+0j),,,,,,,(2.036818938757009e-06+0j)
