,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.10096065311519044+0j),(0.0008073863153815659+0j),(7.29233013150769-182.68558520082507j),(0.06368055939674377+0j),(1.0907715477515012e-06+0j),(2.4494800958274047e-07+0j),(0.22456398875426511+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.10097796188257971+0j),(0.0008298517189904078+0j),(8.0829063075062-180.48400078978977j),(0.07278231531381607+0j),(1.2381900660329848e-06+0j),(3.199719509307838e-07+0j),(0.25841909066185315+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.1009957300184014+0j),(0.0008505164162527717+0j),(9.067392309821903-178.31799201056418j),(0.08147653192281723+0j),(1.4221255923985154e-06+0j),(4.009823390549719e-07+0j),(0.2819598643033256+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.10101391878750342+0j),(0.0008693452083536057+0j),(10.378152270249583-176.12383589011984j),(0.08948464691638947+0j),(1.6670389868522761e-06+0j),(4.836790010498357e-07+0j),(0.2901425850652266+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.10103248875320468+0j),(0.0008863074260597624+0j),(12.225187143017212-173.8044524421266j),(0.09652408957481384+0j),(2.0135280465183314e-06+0j),(5.627708618943692e-07+0j),(0.2794949208020608+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.10105139987466911+0j),(0.0009013770124867099+0j),(14.925723123517423-171.19918379004667j),(0.10235918313264847+0j),(2.527032620491809e-06+0j),(6.328689635450088e-07+0j),(0.25043957027426117+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.1010706116061821+0j),(0.0009145326189358425+0j),(18.923786438120768-168.01546125517208j),(0.10684898495674133+0j),(3.309803560114233e-06+0j),(6.896059133023065e-07+0j),(0.20835252025606793+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.1010900829987978+0j),(0.0009257577316617259+0j),(24.7551835891008-163.70026118185288j),(0.10995649546384811+0j),(4.515596629062202e-06+0j),(7.303010992389415e-07+0j),(0.16172859518468777+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.1011097728053494+0j),(0.0009350408608481215+0j),(32.870067210429475-157.29134961308972j),(0.11171434074640274+0j),(6.364949058479397e-06+0j),(7.538380057670371e-07+0j),(0.11843582703348941+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.10112963959075504+0j),(0.000942375848843697+0j),(43.2762843451002-147.48906664724126j),(0.11221133172512054+0j),(9.158618922811002e-06+0j),(7.605602233878735e-07+0j),(0.08304311270049428+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.10114964185132229+0j),(0.0009477624067656318+0j),(55.3564295490004-133.24539423521588j),(0.11165141314268112+0j),(1.3294834388943855e-05+0j),(7.529889856946316e-07+0j),(0.056637710833075616+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.10116973814907279+0j),(0.0009512069880735519+0j),(68.35279916281034-114.18463482705653j),(0.11024507135152817+0j),(1.929745303641539e-05+0j),(7.341394143015681e-07+0j),(0.0380433320872037+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.10118988726680073+0j),(0.0009527238616338134+0j),(81.59936700928809-89.68256131934294j),(0.10757406055927277+0j),(2.7752097594202496e-05+0j),(6.989969800542821e-07+0j),(0.02518717648932976+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.10121004838630321+0j),(0.0009523362141673123+0j),(93.68557235998152-57.691029108212234j),(0.10146218538284302+0j),(3.869615466101095e-05+0j),(6.218256032348082e-07+0j),(0.016069441748984437+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.10123018129343103+0j),(0.0009500775658666629+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.1012502466195891+0j),(0.0009459937769115846+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.10127020613113917+0j),(0.0009401455382883814+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.101290023075132+0j),(0.0009326111695441405+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.101309662584836+0j),(0.0009234894350757853+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.10132909213958977+0j),(0.0009129018281202513+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.10134828205937747+0j),(0.000900993546777268+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.10136720599700717+0j),(0.0008879322930259704+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.10138584137450043+0j),(0.0008739042359874982+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.1014041697025053+0j),(0.000859107066337529+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.1014221767288287+0j),(0.0008437408987037616+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.10143985238603744+0j),(0.000827998504797122+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.10145719054230985+0j),(0.0008120566083239989+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.10147418859271458+0j),(0.0007960696085058506+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.10149084694898372+0j),(0.000780166326595524+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.1015071684900254+0j),(0.0007644495733115704+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.10152315802561669+0j),(0.0007489978187677837+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.10153882180879184+0j),(0.000733868094284952+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.10155416711513347+0j),(0.0007190993717051024+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.10156920189357184+0j),(0.0007047158976035001+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.10158393448461446+0j),(0.0006907301897748825+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.10159837339753862+0j),(0.0006771455764512123+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.10161252713667938+0j),(0.0006639582664270493+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.10162640406728826+0j),(0.0006511589940227807+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.10164001231260554+0j),(0.0006387343045900669+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.1016533596752164+0j),(0.0006266675489058761+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.10166645357714793+0j),(0.0006149396482761144+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.10167930101437633+0j),(0.0006035296823163605+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.10169190852241214+0j),(0.0005924153412314904+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.10170428215042572+0j),(0.0005815732753379089+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.1017164274419921+0j),(0.0005709793670110799+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.1017283494210068+0j),(0.0005606089442012535+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.10174005258168153+0j),(0.0005504369499609756+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.1017515408817982+0j),(0.0005404380788322456+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.10176281773860194+0j),(0.0005305868882197562+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.1017738860268651+0j),(0.0005208578908313543+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.10178474807876728+0j),(0.000511225632736224+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.10179540568532101+0j),(0.000501664760448514+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.10180586009913725+0j),(0.0004921500795919534+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.10181611203837107+0j),(0.0004826566070656345+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.10182616169172484+0j),(0.0004731596181572027+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.101836008724413+0j),(0.00046363468969591045+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.10184565228501241+0j),(0.0004540577400736946+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.10185509101313897+0j),(0.0004444050667647437+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.10186432304790176+0j),(0.0004346533818259914+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.10187334603709601+0j),(0.00042477984575023435+0j),,,,,,,(2.0368577142672127e-06+0j)
60,(0.09378648104782472+0j),(0.1018821571471026+0j),(0.0004147620999604859+0j),,,,,,,(2.036859755083539e-06+0j)
61,(0.09265024703763886+0j),(0.10189075307346765+0j),(0.0004045782981719287+0j),,,,,,,(2.0368617958998657e-06+0j)
62,(0.09142257841942449+0j),(0.10189913005214032+0j),(0.0003942071368014114+0j),,,,,,,(2.0368638367161922e-06+0j)
63,(0.09010468675404737+0j),(0.10190728387134973+0j),(0.0003836278845696707+0j),,,,,,,(2.0368658775325187e-06+0j)
64,(0.08869787264116509+0j),(0.10191520988410482+0j),(0.0003728204114155422+0j),,,,,,,(2.0368679183488452e-06+0j)
65,(0.08720352443660778+0j),(0.10192290302130423+0j),(0.00036176521682249263+0j),,,,,,,(2.0368699591651718e-06+0j)
66,(0.0856231168816385+0j),(0.10193035780544404+0j),(0.0003504434576437013+0j),,,,,,,(2.0368719999814983e-06+0j)
67,(0.08395820964770916+0j),(0.10193756836491387+0j),(0.0003388369755016711+0j),,,,,,,(2.0368740407978248e-06+0j)
68,(0.0822104457974601+0j),(0.10194452844887276+0j),(0.00032692832383135527+0j),,,,,,,(2.0368760816141513e-06+0j)
69,(0.08038155016239674+0j),(0.10195123144269802+0j),(0.00031470079463060687+0j),,,,,,,(2.036878122430478e-06+0j)
70,(0.07847332764190332+0j),(0.10195767038400137+0j),(0.0003021384449787866+0j),,,,,,,(2.0368801632468043e-06+0j)
