,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.01222345843722847+0j),(-0.0003760361702532872+0j),(10.610194562917348-26.735014444426927j),(0.8349347114562988+0j),(6.412249058485031e-05+0j),(3.67617599024452e-05+0j),(0.5733052407532435+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.012205767243003002+0j),(-0.0003691846080973355+0j),(10.961352531518239-26.025887791565754j),(0.8600643277168274+0j),(6.872331869089976e-05+0j),(3.90079503395987e-05+0j),(0.5676086528220016+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.012188410620606828+0j),(-0.0003619202099784891+0j),(10.942504784323006-25.47461366805212j),(0.8867425322532654+0j),(7.11758402758278e-05+0j),(4.1465445931461316e-05+0j),(0.5825775399457209+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.012171407939317275+0j),(-0.0003542512930077853+0j),(11.848390777640855-24.65047385444078j),(0.905619740486145+0j),(7.919719791971147e-05+0j),(4.324969229890526e-05+0j),(0.5461012944264888+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.012154778159721883+0j),(-0.00034618678339096365+0j),(13.671373371310382-23.455511503147378j),(0.9148205518722534+0j),(9.274159674532712e-05+0j),(4.413296300669373e-05+0j),(0.4758702087897513+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.012138539805043893+0j),(-0.00033773620825122534+0j),(15.721236550783972-22.04300525139587j),(0.917994499206543+0j),(0.00010723141167545691+0j),(4.443973069921075e-05+0j),(0.4144282911588499+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.012122710932886058+0j),(-0.00032890968615840793+0j),(17.625459557140395-20.547505663982612j),(0.9181839823722839+0j),(0.0001202516577905044+0j),(4.445807819456182e-05+0j),(0.3697086511024585+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.012107309107454342+0j),(-0.0003197179163526816+0j),(19.357915378960115-18.97830297867287j),(0.9161076545715332+0j),(0.00013170347665436566+0j),(4.425723571902408e-05+0j),(0.3360369585016346+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.012092351372323663+0j),(-0.0003101721666518193+0j),(20.993784148466744-17.25152722896658j),(0.9113775491714478+0j),(0.00014216601266525686+0j),(4.3801392028108174e-05+0j),(0.30810030616278616+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.012077854223808316+0j),(-0.0003002842600314105+0j),(22.645076916141406-15.171409601357713j),(0.9026777148246765+0j),(0.00015239532513078302+0j),(4.29691440331142e-05+0j),(0.28195841306968455+0j),(25+0j),(2.0367556734508872e-06+0j)
