,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.12591490606615827+0j),(-0.0002457306025122822+0j),(9.94414924327815-96.719715795594j),(0.18432006239891052+0j),(5.2594496082747355e-06+0j),(1.0389022622762035e-06+0j),(0.19753060484536064+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.12590881796234973+0j),(-0.00020456085288971649+0j),(10.292783099649006-95.16649070984654j),(0.19697223603725433+0j),(5.616726866719546e-06+0j),(1.1864228558630842e-06+0j),(0.21123029195044613+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.12590382855084034+0j),(-0.00016307920101504088+0j),(10.754571077183044-93.64760492923996j),(0.20899230241775513+0j),(6.051719992683502e-06+0j),(1.3356419638568361e-06+0j),(0.22070452127190623+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.12589994531126505+0j),(-0.00012134671064398393+0j),(11.408995285654008-92.12789620787528j),(0.22011452913284302+0j),(6.6194916144013405e-06+0j),(1.4815860987864118e-06+0j),(0.22382173512586356+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.12589717409029172+0j),(-7.942516144878616e-05+0j),(12.38061107255444-90.55923001025353j),(0.2300572693347931+0j),(7.409753379761241e-06+0j),(1.6184578584710717e-06+0j),(0.2184226350760438+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.12589551908410082+0j),(-3.737693528464181e-05+0j),(13.859300317298349-88.87226769670238j),(0.23857730627059937+0j),(8.56530368764652e-06+0j),(1.7405549389380218e-06+0j),(0.20320995056466848+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.12589498282391007+0j),(4.735099123620922e-06+0j),(16.123559407490422-86.95119818114202j),(0.24551546573638916+0j),(1.0308534001524094e-05+0j),(1.8432624843128345e-06+0j),(0.17880937134614022+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.1258955661645818+0j),(4.68477027857942e-05+0j),(19.55726876687544-84.57117754533556j),(0.2507880628108978+0j),(1.2977991900697816e-05+0j),(1.9232830139733255e-06+0j),(0.1481957323359026+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.12589726827634373+0j),(8.889738404787453e-05+0j),(24.63095074687163-81.27878634173486j),(0.25429990887641907+0j),(1.7074151401175186e-05+0j),(1.977524549052121e-06+0j),(0.11581978527588851+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.12590008663964547+0j),(0.0001308205168939642+0j),(31.789163912112677-76.23191192886105j),(0.25576311349868774+0j),(2.3299466192838736e-05+0j),(2.000346794869559e-06+0j),(0.08585376069621631+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.1259040170431659+0j),(0.00017255345964904982+0j),(41.22360456735577-68.10604220320377j),(0.25426897406578064+0j),(3.252187525504269e-05+0j),(1.977043458619243e-06+0j),(0.060791188795691974+0j),(30+0j),(2.0367577142672137e-06+0j)
