,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.06885038344383933+0j),(0.00038493759618194823+0j),(1.6499567343758674-179.64883021525364j),(0.024019291624426842+0j),(2.5559876348779653e-07+0j),(1.590078744640583e-08+0j),(0.06220995449833234+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.06886497932969718+0j),(0.00039571109508137586+0j),(1.820523707704092-179.43286287977915j),(0.031003445386886597+0j),(2.8269596441532485e-07+0j),(2.6492208272023284e-08+0j),(0.09371272181693426+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.06887998342430372+0j),(0.00040666496087953755+0j),(2.022405500179937-179.22770657343995j),(0.03815819323062897+0j),(3.1475667583436007e-07+0j),(4.013043320051659e-08+0j),(0.12749668642972686+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.0688954011050648+0j),(0.00041772469008754946+0j),(2.275957368819808-179.02247385235373j),(0.045116838067770004+0j),(3.550188978351798e-07+0j),(5.6101639434948675e-08+0j),(0.1580243749756507+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.06891123489106626+0j),(0.00042881265486487846+0j),(2.615996859217114-178.8066184647663j),(0.05153388902544975+0j),(4.090252616606449e-07+0j),(7.319544877393386e-08+0j),(0.1789509246366836+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.06892748433646899+0j),(0.00043984867760397646+0j),(3.09925828330759-178.57040641611093j),(0.057111386209726334+0j),(4.858267175222863e-07+0j),(8.989667836279395e-08+0j),(0.1850385644109211+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.06894414594598842+0j),(0.00045075063177589297+0j),(3.8144791122808015-178.30573613725952j),(0.06165323033928871+0j),(5.99625195718545e-07+0j),(1.0476347972014999e-07+0j),(0.17471493937910573+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.06896121311339219+0j),(0.00046143506618788655+0j),(4.895658222794542-178.00538577520635j),(0.06510638445615768+0j),(7.719528412053478e-07+0j),(1.168275848885664e-07+0j),(0.15134031336182233+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.0689786760838409+0j),(0.0004718178497656328+0j),(6.541766571635214-177.6576218902332j),(0.06754016131162643+0j),(1.0349364174544462e-06+0j),(1.257252272188826e-07+0j),(0.12148111236448642+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.06899652194078892+0j),(0.0004818148339441116+0j),(9.044191777928507-177.23365466323074j),(0.0690903440117836+0j),(1.4358957969307085e-06+0j),(1.315627528778239e-07+0j),(0.09162416462186543+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.06901473461805113+0j),(0.0004913425297196736+0j),(12.81811729464925-176.66328865019054j),(0.06991195678710938+0j),(2.0428035441000247e-06+0j),(1.3471040997361775e-07+0j),(0.06594388890830205+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.06903329493753034+0j),(0.0005003187963637712+0j),(18.435976355366783-175.78906036286645j),(0.0701364129781723+0j),(2.9505790735129267e-06+0j),(1.3557678891717114e-07+0j),(0.04594921387948262+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.0690521806729856+0j),(0.0005086635387120058+0j),(26.656901765374208-174.2859092229692j),(0.0698368102312088+0j),(4.287637239031028e-06+0j),(1.344209721340744e-07+0j),(0.03135082672349689+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.06907136664010266+0j),(0.0005162994097942235+0j),(38.4374405821082-171.527286901341j),(0.06900105625391006+0j),(6.219922397576738e-06+0j),(1.312229267296518e-07+0j),(0.02109719677222594+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.06909082481300227+0j),(0.0005231525153315291+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.06911052446718403+0j),(0.0005291531162653684+0j),,,,,,,(2.0367679183488463e-06+0j)
