,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.061938534003682495+0j),(0.0006369952709997843+0j),(14.483555289669356-240.09835410652792j),(0.00893453974276781+0j),(1.251677986147115e-06+0j),(3.6951179052989804e-08+0j),(0.029521314157431203+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.06196154401948229+0j),(0.0006253739427552613+0j),(16.591741354391825-237.71826059568303j),(0.012641617096960545+0j),(1.4609205436499906e-06+0j),(7.397571887288909e-08+0j),(0.050636373890716055+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.06198408628572214+0j),(0.0006125206831316012+0j),(19.137922046887386-235.2930657461801j),(0.017046527937054634+0j),(1.7170419823742122e-06+0j),(1.3451038003562608e-07+0j),(0.07833843401407926+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.06200611557074836+0j),(0.0005985301550432875+0j),(22.09298707650601-232.77535580292272j),(0.022020582109689713+0j),(2.020470219576964e-06+0j),(2.2446132442501117e-07+0j),(0.1110936069485883+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.06202759044001556+0j),(0.0005835065070116418+0j),(25.461243326990378-230.11914948684526j),(0.027401266619563103+0j),(2.3749564661557088e-06+0j),(3.4755633390076e-07+0j),(0.14634219146902597+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.0620484736194438+0j),(0.000567563434360895+0j),(29.307317239116156-227.26276832958814j),(0.03300236165523529+0j),(2.7907569801755017e-06+0j),(5.041664813208745e-07+0j),(0.1806558166484167+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.062068732354296614+0j),(0.0005508238837858737+0j),(33.78097419564054-224.10521658477003j),(0.03861892595887184+0j),(3.288335619799909e-06+0j),(6.903738189092496e-07+0j),(0.20994627639354463+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.06208833874780748+0j),(0.0005334192885550181+0j),(39.14373184425577-220.47494110272788j),(0.044033825397491455+0j),(3.903291144524701e-06+0j),(8.975460968115893e-07+0j),(0.22994597727371996+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.062107270060010995+0j),(0.000515488249550091+0j),(45.795854998741824-216.0808481183875j),(0.04903056472539902+0j),(4.693286882684333e-06+0j),(1.112801548655821e-06+0j),(0.23710494936106535+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.06212550894503556+0j),(0.0004971746317517852+0j),(54.28720693820541-210.42370222790345j),(0.053412389010190964+0j),(5.7476377151033375e-06+0j),(1.3205897962961025e-06+0j),(0.22976218435374357+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.06214304360541038+0j),(0.00047862512204116005+0j),(65.26088660203854-202.63964081361488j),(0.05702054128050804+0j),(7.1996628321358e-06+0j),(1.5050350074742932e-06+0j),(0.20904242914773+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.06215986784531004+0j),(0.00045998637894087896+0j),(79.22064221186842-191.28491213872488j),(0.05973983556032181+0j),(9.240466170012951e-06+0j),(1.6520073538711043e-06+0j),(0.17877965499534845+0j),(35+0j),(2.0367597550835403e-06+0j)
