,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.20516451301685704+0j),(0.0008536670374701833+0j),(6.744650528910652-103.6675736460482j),(0.1492295265197754+0j),(3.1246970593201695e-06+0j),(1.203841648808207e-06+0j),(0.3852666757622011+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.2052824885183373+0j),(0.0008935962588991958+0j),(7.17781707575861-102.24347611347005j),(0.16121022403240204+0j),(3.41629106515029e-06+0j),(1.4048986827174765e-06+0j),(0.41123506631179624+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.20540584391657243+0j),(0.0009323466472354126+0j),(7.687220742091746-100.8783319320398j),(0.1728719025850296+0j),(3.75515446648933e-06+0j),(1.615506336471883e-06+0j),(0.4302103550968463+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.2055344140897292+0j),(0.0009698619773527669+0j),(8.330359212601103-99.54933892812485j),(0.18403884768486023+0j),(4.173739398538601e-06+0j),(1.8309599848139303e-06+0j),(0.4386857467562602+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.20566802635493092+0j),(0.001006087896130361+0j),(9.197667296930412-98.22123092748991j),(0.19449113309383392+0j),(4.725460257759551e-06+0j),(2.044840580492143e-06+0j),(0.43272834156934564+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.2058065007306884+0j),(0.001040972014988153+0j),(10.428219676288995-96.83884871331607j),(0.20398014783859253+0j),(5.496327503351495e-06+0j),(2.24923921475979e-06+0j),(0.40922583550348335+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.20594965021169437+0j),(0.001074463998162329+0j),(12.229403437950436-95.31225151181532j),(0.21226535737514496+0j),(6.62193815514911e-06+0j),(2.435667968132629e-06+0j),(0.36781798788602305+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.20609728105538452+0j),(0.0011065156465146588+0j),(14.896061608897789-93.4844122080933j),(0.21916131675243378+0j),(8.311377314385027e-06+0j),(2.596495919448346e-06+0j),(0.3124026044340962+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.20624919307964057+0j),(0.0011370809766815045+0j),(18.814070703632268-91.06573314566216j),(0.22456417977809906+0j),(1.0879015462705866e-05+0j),(2.726093884916802e-06+0j),(0.25058277509229304+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.2064051799709862+0j),(0.0011661162953811983+0j),(24.412689595871512-87.52712908149182j),(0.22842027246952057+0j),(1.4783036021981388e-05+0j),(2.820519669714606e-06+0j),(0.19079434464751907+0j),(25+0j),(2.0367556734508872e-06+0j)
