,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.01505642955656025+0j),(-0.0005295030614014339+0j),(4.429286356286762+17.258801671290882j),(0.8752787709236145+0j),(6.975586438784376e-05+0j),(3.076409712966543e-05+0j),(0.4410252442521039+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.015018195724514412+0j),(-0.0005194822221506119+0j),(4.333247688252786+17.65580486209256j),(0.8656708002090454+0j),(6.555503932759166e-05+0j),(3.0092406568415615e-05+0j),(0.4590403251539189+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.014980712922032796+0j),(-0.0005088770955569159+0j),(4.427415882622468+18.21860200845447j),(0.8444399237632751+0j),(6.297539221122861e-05+0j),(2.8634453524847066e-05+0j),(0.4546927382175398+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.014944023290643663+0j),(-0.000497698666158994+0j),(4.569067369362774+18.769995784307334j),(0.8246391415596008+0j),(6.121650221757591e-05+0j),(2.7307332161508996e-05+0j),(0.44607795565406827+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.014908168141710703+0j),(-0.0004859587487251042+0j),(4.791336427896148+19.357245956647027j),(0.8032218217849731+0j),(6.0244143242016435e-05+0j),(2.5907313536592706e-05+0j),(0.4300387082029911+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.014873187896298818+0j),(-0.00047366997960778543+0j),(5.150987200896582+20.04115251032486j),(0.7768217325210571+0j),(6.014971586409956e-05+0j),(2.423227101071678e-05+0j),(0.4028659265068921+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.014839122025724115+0j),(-0.0004608458065991188+0j),(5.74673758355382+20.909930236889302j),(0.7413570880889893+0j),(6.110296817496419e-05+0j),(2.2070200158255127e-05+0j),(0.3611968586380061+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.014806008992897496+0j),(-0.00044750047728444876+0j),(6.756975316189112+22.107121904913882j),(0.6915943026542664+0j),(6.322238186839968e-05+0j),(1.920676387657216e-05+0j),(0.3037969040228812+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.014773886194571033+0j),(-0.0004336490258941192+0j),(8.527741631362773+23.901431788004068j),(0.6205030679702759+0j),(6.62090751575306e-05+0j),(1.546105943795456e-05+0j),(0.2335187344207454+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.014742789904596591+0j),(-0.0004193072586537101+0j),(11.81382969128208+26.88428464402032j),(0.5187596678733826+0j),(6.849935743957758e-05+0j),(1.0806468467259306e-05+0j),(0.15776014361582233+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.014712755218305878+0j),(-0.00040449173763380765+0j),(18.568929998653957+32.66662982806542j),(0.3767331540584564+0j),(6.575800944119692e-05+0j),(5.699267830758229e-06+0j),(0.0866703216716849+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.014683815998121175+0j),(-0.0003892197631008603+0j),(34.72363578224571+47.241338877993975j),(0.19946180284023285+0j),(5.050748586654663e-05+0j),(1.5976103436650027e-06+0j),(0.03163115954506798+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.014656004820505882+0j),(-0.000373509354370412+0j),(67.66067449718588+90.84515226374172j),(0.05969091132283211+0j),(2.6366506062913686e-05+0j),(1.4307633354136413e-07+0j),(0.005426442669345974+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.014629352924363834+0j),(-0.0003573792291632975+0j),(80.01877265133285+150.6221712712833j),(0.01575266569852829+0j),(1.3753646271652542e-05+0j),(9.964591434834386e-09+0j),(0.0007245054320883817+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.014603890160996388+0j),(-0.0003408487814645073+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.014579644945726439+0j),(-0.0003239380578826809+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.014556644211298616+0j),(-0.00030666773250587534+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.01453491336316542+0j),(-0.00028905908024669025+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.014514476236769802+0j),(-0.0002711339486662929+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.014495355056935248+0j),(-0.00025291472826267713+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.014477570399475982+0j),(-0.0002344243212038414+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.01446114115514151+0j),(-0.00021568610848083926+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.014446084496011572+0j),(-0.0001967239154491392+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.014432415844460315+0j),(-0.00017756197571975376+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.01442014884481153+0j),(-0.0001582248933532802+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.014409295337810558+0j),(-0.0001387376033015907+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.014399865338042741+0j),(-0.00011912533003236906+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.01439186701443351+0j),(-9.941354426138327e-05+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.014385306673970966+0j),(-7.962791770761063e-05+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.014380188748798352+0j),(-5.979427577609765e-05+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.014376515786831114+0j),(-3.99385480635556e-05+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.014374288446061234+0j),(-2.0086716573714147e-05+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.014373505492719844+0j),(-2.6476152303855383e-07+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.014374163803478125+0j),(1.950139538556904e-05+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.014376258371875117+0j),(3.918595034133035e-05+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.014379782319169672+0j),(5.876327956818393e-05+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.014384726909821212+0j),(7.820800432508847e-05+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.014391081571809662+0j),(9.74950588283262e-05+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.01439883392200804+0j),(0.00011659976111538674+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.014407969796820255+0j),(0.00013549788680629574+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.014418473288290335+0j),(0.00015416574563217108+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.014430326785875735+0j),(0.0001725802604882419+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.014443511024054435+0j),(0.0001907190486257144+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.014458005135901193+0j),(0.00020856050442174268+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.014473786712719802+0j),(0.00022608388295849524+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.01449083186975354+0j),(0.00024326938340239713+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.01450911531791281+0j),(0.0002600982309093985+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.01452861044135613+0j),(0.00027655275550179877+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.014549289380637105+0j),(0.00029261646608318967+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.014571123120987363+0j),(0.00030827411750313264+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.01459408158514597+0j),(0.00032351176838070375+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.014618133729974758+0j),(0.00033831682727888154+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.0146432476459238+0j),(0.0003526780848243781+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.01466939065824171+0j),(0.0003665857295214876+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.014696529428673352+0j),(0.00038003134533715787+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.014724630056266553+0j),(0.00039300788964698354+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.014753658175831333+0j),(0.00040550965081816577+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.01478357905257266+0j),(0.0004175321855332628+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.014814357671458982+0j),(0.0004290722368733221+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.014845958819996246+0j),(0.0004401276351086592+0j),,,,,,,(2.0368577142672127e-06+0j)
60,(0.09378648104782472+0j),(0.014878347163250686+0j),(0.0004506971840082131+0j),,,,,,,(2.036859755083539e-06+0j)
61,(0.09265024703763886+0j),(0.014911487310194557+0j),(0.0004607805361937815+0j),,,,,,,(2.0368617958998657e-06+0j)
62,(0.09142257841942449+0j),(0.014945343870723595+0j),(0.00047037806156632+0j),,,,,,,(2.0368638367161922e-06+0j)
63,(0.09010468675404737+0j),(0.014979881502997212+0j),(0.0004794907130733763+0j),,,,,,,(2.0368658775325187e-06+0j)
64,(0.08869787264116509+0j),(0.015015064951062126+0j),(0.0004881198940545013+0j),,,,,,,(2.0368679183488452e-06+0j)
65,(0.08720352443660778+0j),(0.015050859073018083+0j),(0.0004962673311104217+0j),,,,,,,(2.0368699591651718e-06+0j)
66,(0.0856231168816385+0j),(0.015087228860252998+0j),(0.000503934955933016+0j),,,,,,,(2.0368719999814983e-06+0j)
67,(0.08395820964770916+0j),(0.01512413944850072+0j),(0.0005111247988669227+0j),,,,,,,(2.0368740407978248e-06+0j)
68,(0.0822104457974601+0j),(0.015161556121649267+0j),(0.0005178388962189506+0j),,,,,,,(2.0368760816141513e-06+0j)
69,(0.08038155016239674+0j),(0.015199444309345741+0j),(0.0005240792125559165+0j),,,,,,,(2.036878122430478e-06+0j)
70,(0.07847332764190332+0j),(0.0152377695795074+0j),(0.0005298475784948327+0j),,,,,,,(2.0368801632468043e-06+0j)
71,(0.0764876614212251+0j),(0.01527649762686175+0j),(0.0005351456438362509+0j),,,,,,,(2.036882204063131e-06+0j)
72,(0.07442651111318954+0j),(0.015315594258607658+0j),(0.0005399748453514564+0j),,,,,,,(2.0368842448794573e-06+0j)
73,(0.07229191082430506+0j),(0.015355025378224354+0j),(0.0005443363881208955+0j),,,,,,,(2.036886285695784e-06+0j)
74,(0.07008596714786237+0j),(0.015394756968364462+0j),(0.0005482312390346452+0j),,,,,,,(2.0368883265121103e-06+0j)
75,(0.06781085708265433+0j),(0.015434755073659816+0j),(0.0005516601308962433+0j),,,,,,,(2.036890367328437e-06+0j)
76,(0.06546882588866755+0j),(0.015474985784153055+0j),(0.0005546235755034941+0j),,,,,,,(2.0368924081447634e-06+0j)
77,(0.06306218486767422+0j),(0.015515415219949725+0j),(0.0005571218840931856+0j),,,,,,,(2.03689444896109e-06+0j)
78,(0.060593309083804794+0j),(0.015556009517571157+0j),(0.0005591551936121331+0j),,,,,,,(2.0368964897774164e-06+0j)
79,(0.05806463501997943+0j),(0.015596734818380862+0j),(0.0005607234973961357+0j),,,,,,,(2.036898530593743e-06+0j)
80,(0.05547865817103747+0j),(0.015637557259358746+0j),(0.000561826678983278+0j),,,,,,,(2.0369005714100694e-06+0j)
81,(0.05283793058449893+0j),(0.015678442966411025+0j),(0.0005624645479471603+0j),,,,,,,(2.036902612226396e-06+0j)
82,(0.05014505833935812+0j),(0.015719358050328067+0j),(0.0005626368767966848+0j),,,,,,,(2.0369046530427224e-06+0j)
83,(0.04740269897603028+0j),(0.01576026860543885+0j),(0.0005623434381451973+0j),,,,,,,(2.036906693859049e-06+0j)
84,(0.04461355887180915+0j),(0.01580114071095794+0j),(0.0005615840414979335+0j),,,,,,,(2.0369087346753754e-06+0j)
85,(0.04178039057190175+0j),(0.01584194043497824+0j),(0.0005603585691391084+0j),,,,,,,(2.036910775491702e-06+0j)
86,(0.038905990070055387+0j),(0.015882633841029357+0j),(0.0005586670107171664+0j),,,,,,,(2.0369128163080284e-06+0j)
87,(0.03599319405318604+0j),(0.015923186997095974+0j),(0.0005565094962285715+0j),,,,,,,(2.036914857124355e-06+0j)
88,(0.03304487709929631+0j),(0.015963565986971726+0j),(0.0005538863271867853+0j),,,,,,,(2.0369168979406815e-06+0j)
