,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.07263363986386132+0j),(-0.0006319879197020262+0j),(7.131660936253496+43.049149621376365j),(0.3507823348045349+0j),(1.8727205315371975e-05+0j),(7.029760189930989e-06+0j),(0.3753768953534516+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.07261822923796128+0j),(-0.0006182230679315757+0j),(7.28268658685461+43.360462467554385j),(0.357326477766037+0j),(1.883614095277153e-05+0j),(7.294499150054455e-06+0j),(0.3872608072080258+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.07260316427984922+0j),(-0.0006037606901230244+0j),(7.465677855453977+43.66853237618178j),(0.3637351095676422+0j),(1.9019107639905997e-05+0j),(7.558498441908823e-06+0j),(0.39741603996443764+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.07258846191828565+0j),(-0.0005886133101376083+0j),(7.701837302804747+43.98364388481524j),(0.3697238862514496+0j),(1.931368933583144e-05+0j),(7.809443726562918e-06+0j),(0.4043475894620797+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.07257413876418665+0j),(-0.0005727943589670247+0j),(8.025853782060713+44.32263598196923j),(0.37485527992248535+0j),(1.9778717614826746e-05+0j),(8.027722394849824e-06+0j),(0.40587678893964246+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.07256021108854784+0j),(-0.0005563181633634614+0j),(8.493844967681389+44.71295424565024j),(0.37846997380256653+0j),(2.0502720872173086e-05+0j),(8.18328998757767e-06+0j),(0.39913190247272395+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.07254669480066166+0j),(-0.0005391999332326678+0j),(9.196166693698661+45.199979611817156j),(0.379588782787323+0j),(2.1611507690977305e-05+0j),(8.231743347205606e-06+0j),(0.3808963014016054+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.07253360542665863+0j),(-0.0005214557478058853+0j),(10.279029672554465+45.8619825286734j),(0.3767533004283905+0j),(2.3266449716174975e-05+0j),(8.109222413967521e-06+0j),(0.34853716458209527+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.07252095808840191+0j),(-0.0005031025406076379+0j),(11.98422087208338+46.84389625562985j),(0.3677231967449188+0j),(2.562950976425782e-05+0j),(7.725153807369926e-06+0j),(0.3014163703647272+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.07250876748276458+0j),(-0.00048415808323738416+0j),(14.73265767760157+48.43852610497955j),(0.3489075303077698+0j),(2.8737194952555e-05+0j),(6.954817953207991e-06+0j),(0.24201450297046628+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.07249704786131844+0j),(-0.00046464096798413566+0j),(19.331230614798855+51.296475634947626j),(0.3145461976528168+0j),(3.2164833100978285e-05+0j),(5.652413960887228e-06+0j),(0.17573273093449726+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.07248581301046263+0j),(-0.00044457058929461986+0j),(27.563776369363016+57.059000222941066j),(0.2565092146396637+0j),(3.432179073570296e-05+0j),(3.7589887251132576e-06+0j),(0.10952192891273008+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.07247507623202+0j),(-0.0004239671241168303+0j),(43.906437338534694+70.74263966758126j),(0.16905710101127625+0j),(3.1668037991039455e-05+0j),(1.632795955522576e-06+0j),(0.051559744749093056+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.07246485032432826+0j),(-0.0004028515111421187+0j),(75.69951997850063+108.22620987681697j),(0.07298433035612106+0j),(2.1698711861972697e-05+0j),(3.0431568437561764e-07+0j),(0.01402459677382671+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.07245514756385268+0j),(-0.00038124542897057916+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.07244597968734656+0j),(-0.00035917127322581007+0j),,,,,,,(2.0367679183488463e-06+0j)
