,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.06993354835859165+0j),(0.0007962711092624914+0j),(3.8510563547602574-208.31132720334566j),(0.04896733909845352+0j),(4.435813139025413e-07+0j),(6.015674374839326e-08+0j),(0.13561604572371644+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.07003261492334666+0j),(0.0007849680531944786+0j),(4.29802878544085-206.5700596681838j),(0.05657287687063217+0j),(5.033991783420788e-07+0j),(8.029487728257133e-08+0j),(0.159505380098193+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.07013014843949078+0j),(0.0007718608094411569+0j),(4.912968677403546-204.8156359218546j),(0.06341415643692017+0j),(5.852380695614556e-07+0j),(1.0088898422980493e-07+0j),(0.17238964701220724+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.0702259294561102+0j),(0.0007570627100026207+0j),(5.81103715760228-202.99022817302557j),(0.06916623562574387+0j),(7.045487109280657e-07+0j),(1.2002164914749682e-07+0j),(0.17035252110446486+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.07031975379737145+0j),(0.0007407036821863264+0j),(7.174288801495912-201.01422266291303j),(0.07361020892858505+0j),(8.866143161867512e-07+0j),(1.359400455114602e-07+0j),(0.15332489339460043+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.07041143468542815+0j),(0.0007229308680841139+0j),(9.271578815535106-198.75357523962856j),(0.07666423171758652+0j),(1.1709583986885264e-06+0j),(1.4745411122422685e-07+0j),(0.12592600333997817+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.07050080489515252+0j),(0.0007039085120430208+0j),(12.461195458979962-195.95527726099567j),(0.0783463567495346+0j),(1.6160493032657541e-06+0j),(1.5399581612239697e-07+0j),(0.09529153337784822+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.0705877188302263+0j),(0.0006838168208770997+0j),(17.14601506931768-192.18843081089736j),(0.07872340828180313+0j),(2.30264868150698e-06+0j),(1.554816306975747e-07+0j),(0.06752294952602972+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.07067205437773845+0j),(0.0006628495762687106+0j),(23.693172247707746-186.9394910317116j),(0.07798538357019424+0j),(3.336285772093106e-06+0j),(1.525800438341588e-07+0j),(0.045733505537936495+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.07075371438081475+0j),(0.0006412104392495142+0j),(32.5042478328509-179.89148581347564j),(0.0766175389289856+0j),(4.863298272539396e-06+0j),(1.4727455038335156e-07+0j),(0.030282853760982956+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.07083262757540316+0j),(0.0006191081119582014+0j),(44.24631317014429-170.6575285171798j),(0.07521221786737442+0j),(7.11766642780276e-06+0j),(1.41921470040166e-07+0j),(0.01993932582816718+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.07090874887280417+0j),(0.0005967507562943541+0j),(59.437790519649845-157.72810539218486j),(0.07398069649934769+0j),(1.046026409312617e-05+0j),(1.373118889485145e-07+0j),(0.013127000210133057+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.07098205893037568+0j),(0.0005743402387743658+0j),(77.17330359702416-138.37314274028805j),(0.07271696627140045+0j),(1.5371326298918575e-05+0j),(1.3266086175694017e-07+0j),(0.008630410881738507+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.07105256302719083+0j),(0.0005520668163588781+0j),(94.19289636109113-110.20896247117194j),(0.07097946107387543+0j),(2.2407208234653808e-05+0j),(1.2639698227537052e-07+0j),(0.00564090720056288+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.07112028933271641+0j),(0.0005301047838417069+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.07118528670953173+0j),(0.0005086094055236283+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.07124762221695057+0j),(0.00048771522001841993+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.07130737848081649+0j),(0.00046753560400457665+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.07136465107215119+0j),(0.00044816334933733956+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.07141954600323709+0j),(0.000429671956056237+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.07147217741307713+0j),(0.00041211735526527855+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.07152266548133068+0j),(0.00039553982484092563+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.07157113458399583+0j),(0.00037996592365734566+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.07161771168599843+0j),(0.00036541033024115033+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.0716625249546256+0j),(0.00035187752119427893+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.07170570257189825+0j),(0.0003393632609951321+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.07174737172192959+0j),(0.00032785589895953783+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.07178765772970082+0j),(0.0003173374836905966+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.07182668332945974+0j),(0.00030778471295825127+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.07186456804339054+0j),(0.00029916973995501567+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.07190142765384415+0j),(0.0002914608570503861+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.07193737375498284+0j),(0.00028462307676043304+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.07197251337203343+0j),(0.00027861862748604073+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.07200694863839596+0j),(0.0002734073791588175+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.0720407765226067+0j),(0.00026894721155910743+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.0720740885986207+0j),(0.0002651943358892866+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.07210697085408735+0j),(0.0002621035782604109+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.07213950353227534+0j),(0.00025962863209926364+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.07217176100409681+0j),(0.0002577222850916194+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.07220381166731285+0j),(0.00025633662512078946+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.07223571787050291+0j),(0.00025542322870985966+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.07226753585977204+0j),(0.0002549333347010935+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.07229931574647432+0j),(0.0002548180052783274+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.07233110149446392+0j),(0.0002550282759350802+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.07236293092556075+0j),(0.00025551529559156375+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.0723948357420492+0j),(0.0002562304577492535+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.0724268415651254+0j),(0.00025712552332932294+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.07245896798827725+0j),(0.0002581527356581+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.07249122864463221+0j),(0.000259264927929003+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.07252363128734209+0j),(0.00026041562337797885+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.07255617788210174+0j),(0.0002615591283511314+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.07258886471091801+0j),(0.00026265061841285653+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.07262168248626356+0j),(0.00026364621763528797+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.07265461647476922+0j),(0.00026450307122045317+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.07268764662962796+0j),(0.0002651794116309817+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.07272074773090924+0j),(0.0002656346184397222+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.07275388953301004+0j),(0.00026582927214980945+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.07278703691850416+0j),(0.00026572520228134735+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.07282015005769152+0j),(0.0002652855300660648+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.07285318457319391+0j),(0.0002644747061349266+0j),,,,,,,(2.0368577142672127e-06+0j)
60,(0.09378648104782472+0j),(0.07288609170899549+0j),(0.0002632585436231395+0j),,,,,,,(2.036859755083539e-06+0j)
61,(0.09265024703763886+0j),(0.0729188185033811+0j),(0.000261604247150796+0j),,,,,,,(2.0368617958998657e-06+0j)
62,(0.09142257841942449+0j),(0.07295130796528498+0j),(0.0002594804381644864+0j),,,,,,,(2.0368638367161922e-06+0j)
63,(0.09010468675404737+0j),(0.07298349925362455+0j),(0.0002568571771442209+0j),,,,,,,(2.0368658775325187e-06+0j)
64,(0.08869787264116509+0j),(0.07301532785925784+0j),(0.00025370598319056847+0j),,,,,,,(2.0368679183488452e-06+0j)
65,(0.08720352443660778+0j),(0.07304672578926814+0j),(0.0002499998515094293+0j),,,,,,,(2.0368699591651718e-06+0j)
66,(0.0856231168816385+0j),(0.07307762175334392+0j),(0.00024571326930574843+0j),,,,,,,(2.0368719999814983e-06+0j)
67,(0.08395820964770916+0j),(0.07310794135208543+0j),(0.00024082223058373523+0j),,,,,,,(2.0368740407978248e-06+0j)
68,(0.0822104457974601+0j),(0.07313760726713076+0j),(0.00023530425033109237+0j),,,,,,,(2.0368760816141513e-06+0j)
69,(0.08038155016239674+0j),(0.07316653945305206+0j),(0.00022913837853829168+0j),,,,,,,(2.036878122430478e-06+0j)
70,(0.07847332764190332+0j),(0.07319465533102788+0j),(0.00022230521447363707+0j),,,,,,,(2.0368801632468043e-06+0j)
71,(0.0764876614212251+0j),(0.07322186998434785+0j),(0.00021478692160063504+0j),,,,,,,(2.036882204063131e-06+0j)
72,(0.07442651111318954+0j),(0.07324809635585253+0j),(0.00020656724348786323+0j),,,,,,,(2.0368842448794573e-06+0j)
73,(0.07229191082430506+0j),(0.07327324544745244+0j),(0.0001976315210248426+0j),,,,,,,(2.036886285695784e-06+0j)
74,(0.07008596714786237+0j),(0.07329722652190787+0j),(0.0001879667112204228+0j),,,,,,,(2.0368883265121103e-06+0j)
75,(0.06781085708265433+0j),(0.07331994730708333+0j),(0.00017756140782383274+0j),,,,,,,(2.036890367328437e-06+0j)
76,(0.06546882588866755+0j),(0.0733413142029183+0j),(0.00016640586397569644+0j),,,,,,,(2.0368924081447634e-06+0j)
77,(0.06306218486767422+0j),(0.07336123249138042+0j),(0.00015449201706366217+0j),,,,,,,(2.03689444896109e-06+0j)
78,(0.060593309083804794+0j),(0.0733796065496869+0j),(0.0001418135159280289+0j),,,,,,,(2.0368964897774164e-06+0j)
79,(0.05806463501997943+0j),(0.07339634006709683+0j),(0.00012836575053782926+0j),,,,,,,(2.036898530593743e-06+0j)
80,(0.05547865817103747+0j),(0.07341133626559082+0j),(0.00011414588423275085+0j),,,,,,,(2.0369005714100694e-06+0j)
81,(0.05283793058449893+0j),(0.07342449812476468+0j),(9.915288860655157e-05+0j),,,,,,,(2.036902612226396e-06+0j)
82,(0.05014505833935812+0j),(0.07343572861127248+0j),(8.338758108770636e-05+0j),,,,,,,(2.0369046530427224e-06+0j)
83,(0.04740269897603028+0j),(0.07344493091315998+0j),(6.685266525472845e-05+0j),,,,,,,(2.036906693859049e-06+0j)
