,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.2777807571963239+0j),(0.0017072503786566572+0j),(5.438670788351048-63.23084518112041j),(0.19051605463027954+0j),(6.75154524287791e-06+0j),(8.157362369270612e-07+0j),(0.1208221536821615+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.2778710323881387+0j),(0.0017210736312388499+0j),(5.527815547899856-62.88820183656339j),(0.20188401639461517+0j),(6.934931661817245e-06+0j),(9.159894448700017e-07+0j),(0.1320834132963862+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.2779619896292481+0j),(0.0017330618586640636+0j),(5.627654882809859-62.55724223801013j),(0.213056743144989+0j),(7.132491191441659e-06+0j),(1.0201808444232147e-06+0j),(0.1430328923009872+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.2780535316312809+0j),(0.0017432039386599304+0j),(5.746383124223178-62.233582446002j),(0.22392255067825317+0j),(7.355758953053737e-06+0j),(1.126891911644101e-06+0j),(0.15319859158466206+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.27814556057443607+0j),(0.001751490880850925+0j),(5.897074238334266-61.910815406664895j),(0.2343280017375946+0j),(7.6234327934798785e-06+0j),(1.23405630376801e-06+0j),(0.16187672105189488+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.27823797822004476+0j),(0.0017579158220688005+0j),(6.100224248947316-61.580202640022854j),(0.24407704174518585+0j),(7.965114491526037e-06+0j),(1.3388763142580914e-06+0j),(0.16809253849175693+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.27833068602279554+0j),(0.0017624740183071884+0j),(6.387410885317132-61.23069930575239j),(0.2529444694519043+0j),(8.426659405813552e-06+0j),(1.437927445236662e-06+0j),(0.17064027107166999+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.27842358524244754+0j),(0.0017651628333832444+0j),(6.806416624618133-60.84916838261504j),(0.26070886850357056+0j),(9.077757567865774e-06+0j),(1.5275597490728275e-06+0j),(0.168275010392458+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.2785165770548582+0j),(0.0017659817243809732+0j),(7.428145461522583-60.41968834031144j),(0.2671969532966614+0j),(1.002253975457279e-05+0j),(1.6045364980571373e-06+0j),(0.1600928045533635+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.27860956266216014+0j),(0.0017649322239645738+0j),(8.355513321123919-59.91926894811002j),(0.272316038608551+0j),(1.1414206710469443e-05+0j),(1.66660637314169e-06+0j),(0.14601158148056229+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.27870244340192213+0j),(0.0017620179196658429+0j),(9.733913404219638-59.3055825558829j),(0.2760471701622009+0j),(1.3474762454279698e-05+0j),(1.7125891789316224e-06+0j),(0.1270960571470178+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.2787951208551383+0j),(0.001757244430267811+0j),(11.760921704320264-58.49086305251031j),(0.2783951759338379+0j),(1.652044738875702e-05+0j),(1.7418470114415025e-06+0j),(0.10543582570450939+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.2788874969528964+0j),(0.0017506193794297913+0j),(14.687639319184912-57.29545489721248j),(0.2793096899986267+0j),(2.0991339624742977e-05+0j),(1.7533095660986647e-06+0j),(0.08352537748624667+0j),(40+0j),(2.0367617958998668e-06+0j)
