,CP,LS,IS,RS,N,CJ0,M,VJ,EG,IBV,BV,XTI,RL,CL
0,1.0457699302561286e-13,5.439717323924555e-09,2.127237373107471e-05,16.57077152791026,1.05,1.2074546783953017e-13,0.49885899069522854,0.4367514892455755,0.69,0.0001,2.0,2.0,43989.08027285461,9.38203994706931e-11
1,9.710792646199169e-14,4.148311037518686e-09,7.440586730980728e-05,18.535642812606056,1.05,1.793873454391818e-13,0.4888887564149999,0.4505788839972775,0.69,0.0001,2.0,2.0,10384.046447724617,9.858931868362829e-11
2,1.1104768327551602e-13,2.2125787319933776e-09,9.859285191569037e-05,15.566516322530745,1.05,1.7643429249505038e-13,0.49490391271003836,0.6322863914711363,0.69,0.0001,2.0,2.0,19627.54466224732,9.36177176143026e-11
3,2.4046344029206054e-13,4.419978488730141e-09,9.982639246460025e-05,9.98303498938601,1.05,1.449520215960637e-13,0.4336329163156769,0.5725841762609931,0.69,0.0001,2.0,2.0,25879.21892293572,9.419986426275026e-11
4,1.907075091705851e-13,9.483767355012685e-09,3.1725182708009914e-05,5.091543690187732,1.05,1.4981385954599766e-13,0.49933083199078215,0.5945949087185493,0.69,0.0001,2.0,2.0,46024.710802581925,9.044214961069621e-11
5,1.6131687812412377e-13,1.51686511305204e-08,6.1564987117513e-05,9.901606147142545,1.05,1.3505378152950556e-13,0.30644514086909014,0.3516751631333743,0.69,0.0001,2.0,2.0,5604.281672746398,6.501824563439821e-11
6,1.9040297650359395e-13,6.114838003446675e-09,8.588096881127381e-05,21.805822698011056,1.05,1.5328914392872413e-13,0.3959102057767833,0.34724322754117337,0.69,0.0001,2.0,2.0,18718.9995485335,1.602937344390274e-12
7,6.647802557211859e-14,9.51509744835295e-09,8.431285465385351e-05,9.669000158448465,1.05,1.4689368343899637e-13,0.31154616467079194,0.6131630866568293,0.69,0.0001,2.0,2.0,35839.7353593744,1.998659969409698e-11
8,1.6607613978008325e-13,7.84619411514684e-09,2.091498899076778e-05,26.79129070302227,1.05,1.935536845814231e-13,0.4124026917551251,0.47595883259509375,0.69,0.0001,2.0,2.0,9059.689028396288,1.1313882775466837e-11
9,5.612037186156853e-14,1.9844044059332825e-08,4.91832232445553e-05,15.731497091718401,1.05,1.8212391686828283e-13,0.35123129683255055,0.6492978826486635,0.69,0.0001,2.0,2.0,23716.20854920643,7.637336345013578e-11
